,ZipCode,Forecast_Month,Forecast_Rent,Volatility
43,58366,12,1600.9578867681576,9.48769262356681e-05
44,58371,3,1897.473955298468,0.0074937001239124374
45,58371,6,1922.8645772764246,3.145994467997235e-05
46,58371,9,1948.2551992543818,4.809855379823113e-05
47,58371,12,1973.6458212323382,6.428146110950097e-05
48,58386,3,2488.711484467797,0.0066941155213588715
49,58386,6,2297.422968012076,0.0010407027296577918
50,58386,9,2106.1344515563546,0.0017530169286866378
51,58386,12,1914.8459351006331,0.002598263272468007
52,58388,3,1700.0,0.0
53,58388,6,1700.0,0.0
54,58388,9,1700.0,0.0
55,58388,12,1700.0,0.0
56,58394,3,1940.7021552781507,0.005801062489802422
57,58394,6,1964.944121723701,0.00015160011716151524
58,58394,9,1987.7573192539417,0.00018862184852440263
59,58394,12,2012.1976116191715,0.00026436422331609983
60,58407,3,2400.4751034116416,0.008351136841075073
61,58407,6,2476.0613181526037,0.0001742667317473797
62,58407,9,2551.647532907762,0.0002618649765773861
63,58407,12,2627.2337476345283,0.00034418613085838724
64,58420,3,2375.3717801584353,0.005609688844130182
65,58420,6,2392.5796145744857,9.219919500344308e-06
66,58420,9,2409.7874489905357,1.4181108833935825e-05
67,58420,12,2426.995283406586,1.9064597602036937e-05
68,58422,3,1911.875,0.0
69,58422,6,1911.875,0.0
70,58422,9,1911.875,0.0
71,58422,12,1911.875,0.0
72,58425,3,2200.0,0.0
73,58425,6,2200.0,0.0
74,58425,9,2200.0,0.0
75,58425,12,2200.0,0.0
76,58433,3,2651.7991675848525,0.006057263365724492
77,58433,6,2684.709446758848,2.7060750763139006e-05
78,58433,9,2717.619725932822,4.141182830694402e-05
79,58433,12,2750.5300051067843,5.5396173847197396e-05
80,58441,3,2421.440441176592,0.011308696325002258
81,58441,6,2470.941767256166,7.343384511208688e-05
82,58441,9,2520.4430933357394,0.00011150860636588142
83,58441,12,2569.9444194153134,0.00014804132936178835
84,58442,3,2304.198893787635,0.014729078522325825
85,58442,6,2337.6835017080334,3.710392258408407e-05
86,58442,9,2371.168109675571,5.6664137686347714e-05
87,58442,12,2404.652717598223,7.564631134427736e-05
88,58443,3,2124.2032096550715,0.006767319166735233
89,58443,6,2143.200348345429,1.405165842597102e-05
90,58443,9,2162.197487035786,2.1576703788379227e-05
91,58443,12,2181.1946257261397,2.8959226580941054e-05
92,58444,3,2365.9195711323387,0.005253785912172713
93,58444,6,2394.8431104419246,2.625789927186165e-05
94,58444,9,2423.7666497512914,4.019046861688667e-05
95,58444,12,2452.69018905992,5.377189479030004e-05
96,58445,3,2469.835811681789,0.010039597397785417
97,58445,6,2488.3789167183563,9.90299656708305e-06
98,58445,9,2506.92202156237,1.5227820361474898e-05
99,58445,12,2525.4651264590075,2.0466514877006997e-05
100,58446,3,2103.945131650661,0.006873513323292189
101,58446,6,2225.390263517465,0.0005862442909176701
102,58446,9,2346.835395384269,0.0008600496814993593
103,58446,12,2468.280527251073,0.0011054364492283058
104,58447,3,1832.062119323647,0.00678724108185716
105,58447,6,1825.7645343153315,2.0758574229403364e-06
106,58447,9,1819.4669493070542,3.2270179450387466e-06
107,58447,12,1813.1693642987807,4.384548068139768e-06
108,58448,3,1870.8897943202014,0.009384274831072223
109,58448,6,1797.668477375565,0.00026928323095332953
110,58448,9,1724.4471604309288,0.00043455363838237486
111,58448,12,1651.2258434862927,0.0006138342655503127
112,58449,3,2346.779512339371,0.005790231101133967
113,58449,6,2376.5352149684327,2.824588239469814e-05
114,58449,9,2406.2909175974014,4.321414712671616e-05
115,58449,12,2436.0466202265225,5.7792294447275615e-05
116,58458,3,2541.659762468152,0.007918010152620142
117,58458,6,2616.6528580402105,0.00015300566247286235
118,58458,9,2691.6459536146294,0.00023034543046320788
119,58458,12,2766.6390491794564,0.0003032950400463389
120,58459,3,2467.54175521193,0.0071703668152748486
121,58459,6,2501.537137357253,3.334846764570007e-05
122,58459,9,2535.5325195025675,5.096626720912519e-05
123,58459,12,2569.5279016478876,6.808841391605536e-05
124,58464,3,1983.276685026584,0.005100270233807976
125,58464,6,2022.053369929247,6.717039084087863e-05
126,58464,9,2060.8300548383713,0.0001020848798955784
127,58464,12,2099.6067397345732,0.00013564233338668146
128,58465,3,2635.2291065617346,0.005929962633940002
129,58465,6,2699.402657594088,0.00010421259855128973
130,58465,9,2763.5762084464372,0.00015765610952433128
131,58465,12,2827.749759658795,0.00020855612163540313
132,58466,3,2851.9965171066924,0.006035317044814287
133,58466,6,2854.593034005806,1.456186992660352e-07
134,58466,9,2857.1895509210513,2.2538384453987981e-07
135,58466,12,2859.786067827402,3.0489403263745104e-07
136,58467,3,3183.3353479841126,0.007863782500642387
137,58467,6,3208.8915324968843,1.1323156060049322e-05
138,58467,9,3234.4485385304365,1.7461460140981488e-05
139,58467,12,3260.0039015224274,2.346788848319829e-05
140,58471,3,3614.645150676433,0.007590498170035723
141,58471,6,3614.645150676434,9.930136612989092e-17
142,58471,9,3613.065825706135,0.0002493388883870893
143,58471,12,3614.645150676436,0.00023094573529175473
144,58475,3,2809.944453005602,0.0056561834748678355
145,58475,6,2809.94446350687,5.655741282859988e-12
146,58475,9,2809.9444738173943,2.316929732795033e-11
147,58475,12,2809.944484358723,2.069756473795988e-11
148,58476,3,2510.7507468464573,0.012122064116490543
149,58476,6,2503.7454425624373,0.003567002785571858
150,58476,9,2488.8834600312,0.0037359326772243777
151,58476,12,2497.3078747272007,0.003435028106866115
152,58477,3,2588.945109083232,0.00311381535127625
153,58477,6,2583.813983255459,6.900934667025009e-07
154,58477,9,2578.6828574276833,1.071213574831688e-06
155,58477,12,2573.551731599904,1.4533185059467664e-06
156,58478,3,2159.4712307246327,0.007437749146344338
157,58478,6,2190.5937191266257,0.0008838040141594859
158,58478,9,2218.445664230347,0.00071578013270709
159,58478,12,2246.5046658438678,0.0009491812711531405
160,58480,3,2715.08380874261,0.004649726356991253
161,58480,6,2814.477141682719,0.0002355812640880848
162,58480,9,2913.8704746228277,0.0003523129261451188
163,58480,12,3013.2638075629366,0.00046097905421263404
164,58481,3,2705.699108948446,0.0045771767785323285
165,58481,6,2728.4077818639607,0.0015744165115588612
166,58481,9,2756.2661896762093,0.0013247609343212299
167,58481,12,2779.952887815917,0.0011112464832120463
168,58487,3,3578.4041753091838,6.481642913929583e-05
169,58487,6,3577.162215240995,2.1162355193017122e-08
170,58487,9,3575.920255172806,3.279596441674874e-08
171,58487,12,3574.6782951046166,4.44213706735337e-08
172,58489,3,2808.344125749983,0.002862253102909635
173,58489,6,2804.7899444132895,0.0009573236192228864
174,58489,9,2808.828144565529,0.0007971737731828253
175,58489,12,2816.9409747428163,0.0008495409120115977
176,58490,3,3244.8499384386632,0.005377711678197356
177,58490,6,3254.7415434073164,1.6325762451869132e-06
178,58490,9,3264.6331483710087,2.5215031550270822e-06
179,58490,12,3274.524753337737,3.4037997150431058e-06
180,58495,3,2781.72706923912,0.004996299815047402
181,58495,6,2754.927073168842,1.6307458672190572e-05
182,58495,9,2728.127077098564,2.5510481656432672e-05
183,58495,12,2701.327081028286,3.48820651054144e-05
184,58499,3,2754.5379155792716,0.009190931067452819
185,58499,6,2773.956350385607,8.731085898822045e-06
186,58499,9,2793.374785191879,1.3431812283993559e-05
187,58499,12,2812.7932199980546,1.8060690368130775e-05
188,58501,3,2580.7985434331345,0.007528554547561361
189,58501,6,2581.644705435605,1.8885406950372638e-08
190,58501,9,2582.4908674380777,2.9247558653963294e-08
191,58501,12,2583.337029440549,3.9588407913281926e-08
192,58504,3,2262.008631946829,0.006409685960799504
193,58504,6,2277.1950242501116,7.918759001116814e-06
194,58504,9,2292.3814165533704,1.2186172067926164e-05
195,58504,12,2307.5678088566096,1.6391140895841878e-05
196,58506,3,2290.989391571884,0.008751802831671582
197,58506,6,2326.038902707397,4.112364273611345e-05
198,58506,9,2361.0884138429096,6.275627032296375e-05
199,58506,12,2396.137924978419,8.37185406736594e-05
200,58509,3,2852.6850554032453,0.008034960780828692
201,58509,6,3018.2034443735038,0.0005923507450116668
202,58509,9,3183.7218333467563,0.0008687763054245754
203,58509,12,3349.240222314021,0.001116380715054297
204,58513,3,2463.9748212799063,0.00483616140423752
205,58513,6,2487.3186897919873,1.5769516934440424e-05
206,58513,9,2510.662558305842,2.4201913010001967e-05
207,58513,12,2534.006426822084,3.2466006283426643e-05
208,58514,3,2462.108333643291,0.006994167116058864
209,58514,6,2462.1083336432916,1.2161883888976234e-16
210,58514,9,2462.1083336432926,1.18687833744435e-16
211,58514,12,2462.108333643293,1.1595901302887535e-16
212,58515,3,2619.0498675884783,0.008566678705481934
213,58515,6,2636.0203695546825,7.376284241535719e-06
214,58515,9,2652.990871520986,1.1353978839253209e-05
215,58515,12,2669.961373487387,1.5275276811418167e-05
216,58516,3,2026.4399774821743,0.005626382646661805
217,58516,6,1986.6471632008331,6.775566510144807e-05
218,58516,9,1946.854348919492,0.00010709243723781114
219,58516,12,1907.0615346381508,0.00014799328875602963
220,58517,3,2433.691983178589,0.004133458620577793
221,58517,6,2463.0089665332735,2.5495501237362934e-05
222,58517,9,2492.3259498886073,3.903034150491119e-05
223,58517,12,2521.642933239333,5.222864954884178e-05
224,58518,3,2174.1462858406762,0.00288536225523654
225,58518,6,2214.9848794397203,6.19956670761252e-05
226,58518,9,2255.7136983199966,0.0001051260714815598
227,58518,12,2296.6620666379013,0.00012585492138443097
228,58520,3,2256.635027895058,0.015910480676798643
229,58520,6,2256.5872965834196,7.859799434310048e-11
230,58520,9,2256.539565271781,1.2176608248053872e-10
231,58520,12,2256.491833960143,1.6487552998167502e-10
232,58527,3,2545.7222219042656,0.006666819139196326
233,58527,6,2545.722221904266,1.2161883888976234e-16
234,58527,9,2545.7222217605563,5.844062676551894e-11
235,58527,12,2545.7222219042674,6.540064803914373e-11
236,58528,3,2744.409566010584,0.0034859556658426933
237,58528,6,2759.130242893017,5.054647781836445e-06
238,58528,9,2773.85091977546,7.788969058942195e-06
239,58528,12,2788.571596657892,1.0490466423129933e-05
240,58530,3,2694.323886269068,0.0064503345411393515
241,58530,6,2713.0221732436544,8.461377333470238e-06
242,58530,9,2731.720460218241,1.3018303312951815e-05
243,58530,12,2750.418747192827,1.7506548491860507e-05
244,58532,3,2776.1825399757604,0.01161692747272137
245,58532,6,2776.1825399789914,4.638918263399268e-12
246,58532,9,2776.1825399882814,4.493049835288815e-12
247,58532,12,2776.182539975763,4.812096963694808e-12
248,58536,3,3550.294906384943,0.011524118771510975
249,58536,6,3537.923145548896,2.1333610393040433e-06
250,58536,9,3525.551384735451,3.3165667306322978e-06
251,58536,12,3513.179623923783,4.5064326781364925e-06
252,58538,3,2385.35673630338,0.006541572248465225
253,58538,6,2394.380139397886,2.5139949115699226e-06
254,58538,9,2403.4035424939616,3.880016685003149e-06
255,58538,12,2412.4269455880294,5.233873601955907e-06
256,58539,3,2286.3744613650238,0.00933940583713291
257,58539,6,2309.179441180635,1.7478809208588783e-05
258,58539,9,2331.9844209963194,2.6812063536472545e-05
259,58539,12,2354.7894008121066,3.5950091120811695e-05
260,58543,3,3449.2387274297125,0.01048575125413116
261,58543,6,3543.691740276275,0.00013178349104021867
262,58543,9,3638.1447531582253,0.00019879373148397114
263,58543,12,3732.5977660055237,0.00026225167584683197
264,58544,3,3055.603222091344,0.016925235303271925
265,58544,6,3017.5827759708095,0.0021364200347120956
266,58544,9,2991.602880379469,0.002174033412473245
267,58544,12,2953.7472634295877,0.002070999280110587
268,58547,3,2688.4156343313757,0.014160792295436321
269,58547,6,2787.386825105497,0.00023824318487318917
270,58547,9,2886.358015919235,0.00035622566689300024
271,58547,12,2985.3292067098605,0.0004660145919894427
272,58548,3,2567.250299510001,0.00819654619250011
273,58548,6,2573.705725169647,0.0007858738979679017
274,58548,9,2580.118807112126,0.0013117497660397831
275,58548,12,2582.9495347047346,0.00112276124223835
276,58551,3,2808.3641357186502,0.009513505028679783
277,58551,6,2831.541234318345,1.1966090194420509e-05
278,58551,9,2854.7183329178956,1.8386720879478943e-05
279,58551,12,2877.8954315175315,2.469427916834754e-05
280,58553,3,2799.3823562132616,0.010992343738336303
281,58553,6,2894.505890197269,0.00020206016998990613
282,58553,9,2989.6116005927624,0.0003045339849088656
283,58553,12,3084.7291544732516,0.00039910101402426635
284,58559,3,2625.0,0.0
285,58559,6,2625.0,0.0
286,58559,9,2625.0,0.0
287,58559,12,2625.0,0.0
288,58560,3,3124.226344900428,0.014395004465164597
289,58560,6,3235.5368848937032,0.0002223940354708389
290,58560,9,3346.8308359858925,0.00033399570296978456
291,58560,12,3458.132556282155,0.0004373771677239021
292,58562,3,3018.78295332745,0.012607512967018475
293,58562,6,3061.3297759279108,3.490095286668089e-05
294,58562,9,3103.8765985283717,5.3322494331555353e-05
295,58562,12,3146.423421128833,7.121478806069542e-05
296,58565,3,2881.6096788331515,0.005201178898751508
297,58565,6,2898.7727766061407,6.232403433716708e-06
298,58565,9,2915.9358743791295,9.598214609795138e-06
299,58565,12,2933.098972152118,1.2919733288675567e-05
300,58568,3,2887.5000000000005,0.0
301,58568,6,2887.5000000000014,1.2161883888976234e-16
302,58568,9,2887.500000000002,1.18687833744435e-16
303,58568,12,2887.5000000000027,1.1595901302887535e-16
304,58570,3,2685.698671515692,0.0031853259679485457
305,58570,6,2719.269500384422,0.002502354923315505
306,58570,9,2742.6821050037324,0.0020599382088965323
307,58570,12,2766.500012766446,0.00226910717788886
308,58577,3,2622.8356606603775,0.008204776644143824
309,58577,6,2657.421321354027,3.055004758501986e-05
310,58577,9,2692.006982047677,4.671628660868826e-05
311,58577,12,2726.592642741327,6.244570404066873e-05
312,58579,3,2782.9760760982786,0.006972016541741785
313,58579,6,2804.6981838784877,1.070346839720222e-05
314,58579,9,2826.4202916586964,1.6453856026319714e-05
315,58579,12,2848.142399438905,2.2107941725761642e-05
316,58580,3,3431.9241403576143,0.002118070824048123
317,58580,6,3409.4219497487393,7.5528392160047585e-06
318,58580,9,3386.9197591398643,1.1778312587652468e-05
319,58580,12,3364.4175685309897,1.6054158330730765e-05
320,58581,3,2928.4040844759866,0.010613087133006242
321,58581,6,2880.685916458406,4.66536414803012e-05
322,58581,9,2832.9677484424524,7.348369275161761e-05
323,58581,12,2785.249580427014,0.00010118519668689672
324,58587,3,2461.2261823016097,0.009258467692096154
325,58587,6,2484.6931051881606,1.597183127457035e-05
326,58587,9,2508.160028068422,2.45109554768399e-05
327,58587,12,2531.626950954388,3.287865417725634e-05
328,58590,3,3799.3410019493404,0.009061001929784688
329,58590,6,3799.3410019493413,9.930136612989092e-17
330,58590,9,3799.3397900210634,7.549572105818881e-07
331,58590,12,3799.3410019493435,1.0203805918355705e-06
332,58594,3,2554.0458603282696,0.010882902437462155
333,58594,6,2579.1941017189242,1.703352511815701e-05
334,58594,9,2604.3423431095785,2.6132282003028706e-05
335,58594,12,2629.490584500233,3.504294406377279e-05
336,58595,3,2831.534165651261,0.002316392665370218
337,58595,6,2828.5294279030063,1.978323233029241e-07
338,58595,9,2825.524690154752,3.0680627911321647e-07
339,58595,12,2822.5199524064974,0.0013354098196160806
340,58605,3,2632.6104445553383,0.006554846275029412
341,58605,6,2654.3173174623653,1.1944343178354911e-05
342,58605,9,2676.0241903693736,1.8353440493639704e-05
343,58605,12,2697.7310632763874,2.464976123072312e-05
344,58607,3,4963.057775716285,0.03665499330036406
345,58607,6,6147.226665486107,0.010267772495919978
346,58607,9,7331.39555525593,0.01311585511629397
347,58607,12,8515.564445025753,0.01503281756640879
348,58611,3,2655.3766792019205,0.007200619347126877
349,58611,6,2687.3801308408997,2.551823008205745e-05
350,58611,9,2719.383550256212,3.9069884665315276e-05
351,58611,12,2751.386984603289,5.2281081624204936e-05
352,58612,3,2742.8850445263583,0.0088726033491645
353,58612,6,2832.325644358672,0.00018689260050843464
354,58612,9,2921.766244183199,0.00028054286194609864
355,58612,12,3011.2068439965656,0.0003683685865974578
356,58614,3,2534.5,0.0
357,58614,6,2534.5,0.0
358,58614,9,2534.5,0.0
359,58614,12,2534.5,0.0
360,58623,3,4012.5241139624854,0.007386075276026605
361,58623,6,4096.558428393611,7.707123048894414e-05
362,58623,9,4180.592742824735,0.00011697586318128441
363,58623,12,4264.627057255861,0.0001552278888139121
364,58625,3,3888.1113383466204,0.007461172660650987
365,58625,6,3902.911258973808,0.00021651485655155295
366,58625,9,3923.5906924214737,0.0004440671517230549
367,58625,12,3944.6429457949557,0.00042250687775328234
368,58627,3,2783.4352150015498,0.009636695036110884
369,58627,6,2788.8579007858457,0.004435824877595875
370,58627,9,2822.060199035937,0.0034193774821643275
371,58627,12,2839.507499148752,0.003029823311056121
372,58628,3,3594.1531066166945,0.004723481302001551
373,58628,6,3629.6171478633387,0.00275653457343403
374,58628,9,3693.482128034449,0.002189015418372039
375,58628,12,3748.302639918093,0.0018772871508650802
376,58629,3,3271.050850706982,0.006374280900573031
377,58629,6,3306.321351119664,0.0012520227545158092
378,58629,9,3346.598797286014,0.0009624176691657011
379,58629,12,3377.486793798303,0.001097975796231887
380,58630,3,3591.7054434989304,0.005979711453281055
381,58630,6,3680.377137862536,0.0013781288498116036
382,58630,9,3760.3135029740465,0.0011969800784901257
383,58630,12,3842.362970093333,0.0012695148736392057
384,58632,3,3724.9714531200143,0.004217084743947982
385,58632,6,3752.114312795258,0.001105896450486726
386,58632,9,3770.770079221147,0.0010665020069478969
387,58632,12,3794.6832009555005,0.0009792771168474655
388,58633,3,3251.8804781170998,0.013253111131447412
389,58633,6,3299.1680189170534,0.001967114657377231
390,58633,9,3344.742443874193,0.0015277533900314244
391,58633,12,3387.214359404184,0.0014248866259723965
392,58634,3,3929.7615664786954,0.010528601008004247
393,58634,6,3980.8321140889598,0.0010051799096443533
394,58634,9,4037.219134604282,0.0008875814006950464
395,58634,12,4056.1423346112915,0.0016713684796355397
396,58635,3,3473.77348398781,0.008765685647358573
397,58635,6,3508.212141543204,1.726777483855337e-05
398,58635,9,3542.6507990985974,2.648990916653491e-05
399,58635,12,3577.0894566539914,3.5520206990878334e-05
400,58636,3,3150.2417858362173,0.007125597477155279
401,58636,6,3202.5311422814802,0.0016885539753399585
402,58636,9,3254.7373807758117,0.0015091681926820099
403,58636,12,3295.569325408242,0.001408844999539598
404,58638,3,2950.3811386867774,0.008846496118532499
405,58638,6,2975.998491115416,0.002033756933551904
406,58638,9,3001.0018536896873,0.001856079542656505
407,58638,12,3026.096788612343,0.001644626799536642
408,58639,3,3115.0998361774846,0.0024403217747896184
409,58639,6,3138.256391296896,0.0022662545704054933
410,58639,9,3174.110913550139,0.002092965800627284
411,58639,12,3181.630912331897,0.0028931833103040647
412,58640,3,2868.2813489778428,0.011301273511738071
413,58640,6,2868.281321592439,6.08094194496006e-17
414,58640,9,2868.2801138655846,1.4459261071649609e-06
415,58640,12,2868.2812668216316,1.480600123466781e-06
416,58641,3,3654.230859604778,0.005735910946900941
417,58641,6,3674.0929315563285,0.0025893876212789674
418,58641,9,3701.080427418342,0.001991105279521407
419,58641,12,3734.2247972262244,0.0017491421766134873
420,58642,3,3067.943549802939,0.0038257354599871038
421,58642,6,3104.78456912991,0.002849918340487006
422,58642,9,3132.9955617359974,0.0022006405714397005
423,58642,12,3169.518835187447,0.0019371249014256391
424,58643,3,3262.414543329591,0.007872648227053958
425,58643,6,3300.6453949174447,0.0031036452833735845
426,58643,9,3303.022689079466,0.002633147362092446
427,58643,12,3319.8604981917397,0.0022356887129996532
428,58644,3,3142.617075754774,0.006609036570054051
429,58644,6,3158.579984443417,0.0034724330670542728
430,58644,9,3184.324025990973,0.002730567997257997
431,58644,12,3195.9215805504,0.0026070083873283
432,58645,3,2762.8941177886204,0.00736821356524071
433,58645,6,2791.3328766980017,0.0011493663833368314
434,58645,9,2812.3437994688275,0.0011905223776919568
435,58645,12,2838.7953089751736,0.0011437191952881481
436,58646,3,2812.2625880546852,0.005896716892104348
437,58646,6,2839.268792383568,1.620171915668805e-05
438,58646,9,2866.2749967124505,2.4862082709215365e-05
439,58646,12,2893.281201041333,3.3347452470181315e-05
440,58648,3,2936.892590467098,0.00515586170316266
441,58648,6,2931.219029272194,0.001255956350349343
442,58648,9,2912.6126132794993,0.0011549944588437038
443,58648,12,2902.285132161393,0.0013608369195969173
444,58649,3,2935.0120514273262,0.0026056234864435253
445,58649,6,2965.4459384126167,0.00046915417801777446
446,58649,9,2986.348181101482,0.0005748819100586885
447,58649,12,3007.4223788952772,0.0005643878121870977
448,58650,3,2628.7720098434665,0.009403784208159849
449,58650,6,2662.693413195612,2.9255026310000386e-05
450,58650,9,2696.614745678588,4.475227315195999e-05
451,58650,12,2730.5361416506253,5.983200735967004e-05
452,58652,3,3193.6311747200307,0.004257854059789587
453,58652,6,3227.7170984305667,0.001796183685618359
454,58652,9,3256.288626409506,0.0014146837650916044
455,58652,12,3284.7494698016535,0.0011904895372574465
456,58653,3,3332.644919734683,0.005690368869123003
457,58653,6,3360.23164047967,0.0023214052834820706
458,58653,9,3381.2511497010987,0.0018443253249810782
459,58653,12,3411.135528724743,0.0017459257010559526
460,58654,3,3308.002472543003,0.006673000981476129
461,58654,6,3348.211435502401,0.0020473909394241414
462,58654,9,3374.031382525583,0.0016359306660878928
463,58654,12,3408.780592951904,0.0014225520547525691
464,58655,3,3379.5455237776787,0.0064995330663110565
465,58655,6,3314.4938045002946,0.0026336974265039606
466,58655,9,3254.190139954844,0.002135474462513606
467,58655,12,3196.409689237573,0.0019760011547044465
468,58656,3,4132.388151800197,0.006278409241749114
469,58656,6,4246.306667945462,0.00013355627534970894
470,58656,9,4360.225184090727,0.00020143300458596157
471,58656,12,4474.143700235992,0.00026568938007663786
472,58657,3,3185.339080864131,0.007276106569253564
473,58657,6,3215.211557371007,0.001301909444273177
474,58657,9,3250.5594064605725,0.0010620714724950645
475,58657,12,3278.424080617868,0.0010174397867235689
476,58658,3,3493.4824174881032,0.00450159894747805
477,58658,6,3541.865895947464,0.002395524559869637
478,58658,9,3565.155692971034,0.002417136221352783
479,58658,12,3584.671157689153,0.0022986510418288447
480,58659,3,3061.5115743342117,0.00543644649583041
481,58659,6,3082.4870967794964,0.002774617120731857
482,58659,9,3090.732394470315,0.0023719573270926855
483,58659,12,3114.526476310925,0.002183377381845049
484,58660,3,2842.8579724512715,0.005528583920615263
485,58660,6,2886.60908281352,0.002706688487310001
486,58660,9,2919.3015621610216,0.0021106812738135817
487,58660,12,2964.3249843222707,0.001911554268804099
488,58661,3,2751.527420802211,0.006342346224653676
489,58661,6,2779.610295508365,0.0022374290112673334
490,58661,9,2800.0438309177202,0.0018928871476638755
491,58661,12,2807.8416578437195,0.0018931514245400856
492,58662,3,2621.7328897326224,0.003731992042412396
493,58662,6,2635.5883957885985,0.0016255700996326773
494,58662,9,2653.1022152903142,0.0013257451383591368
495,58662,12,2684.218485222819,0.001609121777788285
496,58663,3,2825.882450599508,0.0032659031564707813
497,58663,6,2863.294591510601,0.003417185443061434
498,58663,9,2882.7065993790443,0.002773988560936192
499,58663,12,2919.002158850403,0.002627901227051153
500,58664,3,2764.259824268853,0.010240416101877531
501,58664,6,2791.0196482366987,1.6464737584244404e-05
502,58664,9,2817.779472202014,2.52637710358295e-05
503,58664,12,2844.5392961693296,3.388369948343632e-05
504,58666,3,3443.015153534405,0.004550213229226148
505,58666,6,3504.7232020756433,0.0011991992286105389
506,58666,9,3578.549554745391,0.00103360167659533
507,58666,12,3654.2133664754765,0.0009047295849631102
508,58669,3,2706.758921818725,0.0033176640379902426
509,58669,6,2726.3651737882346,0.0021232205724252533
510,58669,9,2751.7223083245744,0.001769250060189645
511,58669,12,2772.200003059656,0.0019644323801090084
512,58670,3,2291.1002995514596,0.004544826772932205
513,58670,6,2299.9522765088664,2.6225440616303335e-06
514,58670,9,2308.804253466273,4.047223579537379e-06
515,58670,12,2317.6562304236804,5.458989323504532e-06
516,58671,3,2820.3073169681797,0.005662018106044377
517,58671,6,2839.739734684151,0.002617841133981563
518,58671,9,2875.8150677794442,0.002033724544148387
519,58671,12,2886.375881957249,0.002175089138633094
520,58672,3,2989.744928875356,0.005143979201346242
521,58672,6,3028.2962889703726,0.002001587668717477
522,58672,9,3060.582594168576,0.001583314447431718
523,58672,12,3084.758008148892,0.0014483341757472214
524,58673,3,3215.541262028744,0.011619260513243903
525,58673,6,3230.836839587081,3.991688260683888e-06
526,58673,9,3246.1325353315137,6.144073545918635e-06
527,58673,12,3261.4287782752012,8.247888317319772e-06
528,58674,3,2940.330048880736,0.006698395699878094
529,58674,6,2965.370839079863,0.0009619113129960541
530,58674,9,2989.955216996401,0.0008768844053866594
531,58674,12,3029.3625420316675,0.0012422802837983745
532,58678,3,2425.4698132984304,0.008615735948668591
533,58678,6,2444.5170073827953,1.0834527858666474e-05
534,58678,9,2463.5642014783475,1.6654544660704444e-05
535,58678,12,2482.6113955704677,2.2376558664751373e-05
536,58679,3,2804.3360318904647,0.008409322146226061
537,58679,6,2851.39673375623,4.948116437173517e-05
538,58679,9,2898.4574356219946,7.540194045090952e-05
539,58679,12,2945.5181374877598,0.00010044785926936011
540,58680,3,2564.339133890239,0.0052523443045702795
541,58680,6,2553.8032677615915,2.9656534606047637e-06
542,58680,9,2543.2674016329443,4.613367653833753e-06
543,58680,12,2532.731535504297,6.272450848178614e-06
544,58692,3,4341.480937844999,0.003919529994884461
545,58692,6,4424.27331189697,0.0014799901657421245
546,58692,9,4481.175447152317,0.0012665012986365879
547,58692,12,4565.129437360295,0.0012119168959930985
548,58695,3,2919.595498314071,0.004968416864068371
549,58695,6,2921.0418418374816,0.0005827264137981035
